filter,pkBookingID,fkUserID,fkLocationID,fkColourCodeID,Approved,fkApprovedByID,dateAdded,dateBookingApproved,deleteBooking,prepUnit,prepPeriod,cleanDownUnit,cleanDownPeriod,bookingRealStartTime,bookingRealEndTime,bookingPending,pendingOnGrid,fkSeatingOptionID,bookingRejected,trackUserID,trackDate,emailBookingLink,fkVCID,vcEnd,prBookingID,waitList,requestedAttributes,priority,selectedRoomOnly,fkHostID,fkRequestorID,noShow,parkingFreeSpaceBooking,vcConferenceID,roomClear,InstantMeeting,BookingSource,IsOutlookBooking,IsRecurringBooking,resID,resSourceName,resIDBackup,BlockKey,importData,Status,dontMove,StagingBookingID,TransactionGUID,RealStartDateTimeUTC,RealEndDateTimeUTC,DeskGroupRestrictionType,fkRequestId,IsLinkedRoomBooking,fkTeamDayID,LastModifytime
2344,2344,63,3,4,True,63,2023-10-03 12:23:30.860000,2023-10-03 12:23:30.860000,0,0,0,0,0,03/10/2023 12:23,None,False,False,3,False,None,None,195432CB-0039-4E72-B407-C32119B39E17,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2525,676F9090-B17D-452F-A03A-1BB97B25695C,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03U*'
2345,2345,61,3,4,True,61,2023-10-03 12:23:54.863000,2023-10-03 12:23:54.863000,0,0,0,0,0,03/10/2023 12:23,None,False,False,4,False,None,None,173FE7E7-36F5-4330-B797-DD2DF88D24FB,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2526,6A990B71-E658-4D7D-A3EF-6A2979EE1093,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03U4'
2346,2346,37,3,37,True,37,2023-10-03 12:24:57,2023-10-03 12:24:57,0,0,0,15,0,Oct  3 2023 12:25PM,None,False,False,4,False,37,2023-10-03 12:25:08.400000,FA46A8FF-084E-4480-946B-B2EE37FE2605,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,2528,0853695C-97BF-47F2-959F-DF317A722941,2023-10-03 12:25:08,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03V)'
2347,2347,35,15,0,True,35,2023-10-03 18:34:14.147000,2023-10-03 18:34:14.147000,0,0,0,0,0,None,None,False,False,None,False,None,None,4E72CF33-F4E8-40E4-AECF-1C3E186CC1CF,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,38CCD9DA-A19A-4F56-8226-9B4B6028C9C5,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03V:'
2348,2348,32,11,0,True,32,2023-10-04 09:30:09.270000,2023-10-04 09:30:09.270000,0,0,0,0,0,None,None,False,False,None,False,None,None,24F141DF-D654-424B-9381-0F9413EA751A,None,None,None,0,None,0,0,None,None,None,False,None,None,None,11,False,False,None,None,None,None,None,0,None,None,26950CE4-EFA6-4CA6-BE3E-7EBF304B1BE0,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03]0'
2349,2349,31,14,73,True,31,2023-10-04 09:46:56.050000,2023-10-04 09:46:56.050000,0,0,0,0,0,04/10/2023 09:46,None,False,False,2,False,None,None,CAB2E2D9-D70D-4368-81E4-8B526D243082,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2529,840B3E01-E0B0-426A-80FA-B532338CF25F,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03^&'
2350,2350,33,14,73,True,33,2023-10-04 09:58:07.850000,2023-10-04 09:58:07.850000,0,0,0,0,0,Oct  4 2023  9:58AM,None,False,False,1,False,33,2023-10-04 09:58:14.640000,554A9E55-1567-4771-B18B-A801B07B0A65,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2530,CC489162-002A-47BE-A3D3-6F76014BD557,2023-10-04 04:28:14,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03^\xcc'
2351,2351,61,3,4,True,61,2023-10-04 09:43:08.640000,2023-10-04 09:43:08.640000,0,0,0,15,0,Oct  4 2023  9:43AM,None,False,False,4,False,61,2023-10-04 09:43:17.677000,99009DFE-90E7-494B-A811-031A796696B6,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2531,EB58E6FE-93BF-48C2-AA1E-E6EE43CAEAC2,2023-10-04 09:43:17,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03_\xd0'
2352,2352,62,3,4,True,62,2023-10-04 09:43:53.253000,2023-10-04 09:43:53.253000,0,0,0,0,0,Oct  4 2023  9:43AM,None,False,False,4,False,62,2023-10-04 09:43:59.073000,FCB10558-BF4B-4EFA-BA60-BDCE2604EB3E,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2532,7C88C709-1CFB-4992-AC00-8C983669F175,2023-10-04 09:43:59,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03_\xdf'
2353,2353,63,3,4,True,63,2023-10-04 09:44:56.310000,2023-10-04 09:44:56.310000,0,0,0,0,0,Oct  4 2023  9:45AM,None,False,False,3,False,63,2023-10-04 09:45:01.730000,C9A5D615-F9CA-4BC8-B1E1-28DC590BA054,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2533,080426F6-287A-48CB-B9B2-87D4AA73B9C9,2023-10-04 09:45:01,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03_\xeb'
2354,2354,51,3,4,True,51,2023-10-04 09:45:42.250000,2023-10-04 09:45:42.250000,0,0,0,0,0,04/10/2023 09:45,None,False,False,3,False,None,None,2A6F1AA4-1AA8-4040-B818-81846A2486D0,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2534,A1C27B81-E938-42C3-B983-C759EC90B833,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03_\xee'
2355,2355,52,3,4,True,52,2023-10-04 09:46:51.317000,2023-10-04 09:46:51.317000,0,0,0,0,0,04/10/2023 09:46,None,False,False,4,False,None,None,3CDEBE80-0B8F-4DA8-A777-6F0E682DBEBF,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2535,7D3252B2-F61D-48A0-83A2-7F40F5B2AC0D,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03_\xfc'
2356,2356,37,11,0,True,37,2023-10-04 15:17:46.813000,2023-10-04 15:17:46.813000,0,0,0,0,0,None,None,False,False,None,False,None,None,764224AF-3D0F-457A-9AEB-DB3743C82322,None,None,None,0,None,0,0,None,None,None,False,None,None,None,11,False,False,None,None,None,None,None,0,None,None,CC8790CF-1D11-4588-B652-628EB9950336,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03`\x0c'
2357,2357,37,11,63,True,37,2023-10-04 15:41:44.253000,2023-10-04 15:41:44.253000,0,0,0,0,0,Oct  4 2023  3:52PM,None,False,False,3,False,38,2023-10-04 15:52:33.903000,1FF7A18A-6F9E-4E3E-B909-99E25AF60453,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2536,7EBC559A-934A-4784-88E1-BF94DEDBC085,2023-10-04 10:22:33,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03`='
2358,2358,38,11,0,True,38,2023-10-04 15:52:00.730000,2023-10-04 15:52:00.730000,0,0,0,0,0,None,None,False,False,None,False,None,None,531CB20C-70BA-4819-AB49-30A3BF136A0B,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,A71F10E6-ADAE-44F4-9313-F41B2937BABE,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03`-'
2359,2359,38,11,63,True,38,2023-10-04 15:52:26.093000,2023-10-04 15:52:26.093000,0,0,0,15,0,Oct  4 2023  3:52PM,None,False,False,4,False,38,2023-10-04 15:52:40.560000,99C53065-B2BE-41D1-997F-DB40A39A884D,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2537,FBE63856-1F66-4BD7-8D5C-77C0FDF642E5,2023-10-04 10:22:40,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03`>'
2360,2360,49,14,73,True,49,2023-10-04 15:54:56.790000,2023-10-04 15:54:56.790000,0,0,0,0,0,Oct  4 2023  3:55PM,None,False,False,1,False,49,2023-10-04 15:55:01.500000,C46687CC-F2DD-4DFE-8D6A-631802FCCA5B,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2538,2AEF03AB-B11F-4104-B486-82FEA2B5CE97,2023-10-04 10:25:01,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03`G'
2361,2361,2,14,73,True,2,2023-10-04 15:55:58.570000,2023-10-04 15:55:58.570000,0,0,0,0,0,Oct  4 2023  3:56PM,None,False,False,2,False,2,2023-10-04 15:56:04.537000,87DAA01D-88A2-4B76-9CA4-F301AD073CC4,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2539,3FA06BA5-7068-44B3-8D8A-FB1C85888EAD,2023-10-04 10:26:04,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03`P'
2362,2362,40,11,63,True,40,2023-10-04 15:57:04.497000,2023-10-04 15:57:04.497000,0,0,0,0,0,Oct  4 2023  3:57PM,None,False,False,4,False,40,2023-10-04 15:57:08.857000,B1512B6B-D0DF-41C9-8CF5-B2B00D6FE679,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2540,DE2E7E00-BD87-4E6B-B050-C5BA674DF2FD,2023-10-04 10:27:08,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03`\\'
2363,2363,35,14,0,True,35,2023-10-04 16:17:20.523000,2023-10-04 16:17:20.523000,0,0,0,0,0,None,None,False,False,None,False,None,None,1A800EEE-29A3-4F2F-B191-823529C88822,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,258DC10E-5739-45F2-9F71-32B325123C65,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03`q'
2364,2364,35,30,0,True,35,2023-10-04 17:28:53.647000,2023-10-04 17:28:53.647000,0,0,0,0,0,None,None,False,False,None,False,None,None,41EFF77E-475B-4C44-A8D2-946459E8A565,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,038E7CB2-331B-428A-97D4-4C02AFA957D4,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03`\x81'
2365,2365,35,11,0,True,35,2023-10-04 17:31:23.353000,2023-10-04 17:31:23.353000,0,0,0,0,0,None,None,False,False,None,False,None,None,F8EE99A9-5264-44DC-9098-3FB886C479FD,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,F6A09C5B-8782-4398-9591-02C4B3CFDE65,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03`\x97'
2366,2366,35,17,0,True,35,2023-10-04 17:33:07.707000,2023-10-04 17:33:07.707000,0,0,0,0,0,None,None,False,False,None,False,None,None,151B8197-1858-4E73-8F7B-5ED07B1AE273,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,487A7C2D-E349-471A-ADF9-6F06D20889FB,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03`\xa0'
2367,2367,32,11,0,True,32,2023-10-04 17:35:51.673000,2023-10-04 17:35:51.673000,0,0,0,0,0,None,None,False,False,None,False,None,None,4E70BE47-B40D-4ACC-8EDF-014BCA63DECF,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,E7932DBE-B483-49C9-88E0-A55695A7D3EE,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03`\xac'
2368,2368,32,11,0,True,32,2023-10-04 17:38:11.507000,2023-10-04 17:38:11.507000,0,0,0,0,0,None,None,False,False,None,False,None,None,1355F103-8D9E-4385-A472-070501E7BDBF,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,8BE8BA4C-FF25-4E8E-B966-E76DF139693E,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03`\xb3'
2369,2369,32,15,0,True,32,2023-10-04 17:42:01.560000,2023-10-04 17:42:01.560000,0,0,0,0,0,None,None,False,False,None,False,None,None,A8F17956-5C81-4D58-BBDB-842E43916947,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,86E6C214-C259-426E-8C5D-5ECBE6BD8E23,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03`\xbd'
2370,2370,35,27,0,True,35,2023-10-05 09:05:45.803000,2023-10-05 09:05:45.803000,0,0,0,0,0,None,None,False,False,None,False,None,None,493CC3DC-4A8E-442E-BD79-B676D297BFDB,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,85A86D4C-C128-4484-B1BA-25B69B1BED21,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03gs'
2371,2371,64,3,0,True,64,2023-10-06 07:19:28.197000,2023-10-06 07:19:28.197000,0,0,0,0,0,None,None,False,False,None,False,None,None,574832F9-2B19-4CB8-BF1A-FCE55B5F7423,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,00230324-5D3A-4C42-A437-99AC3AA4AF9E,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03p\xbb'
2372,2372,32,11,0,True,32,2023-10-06 12:56:35.867000,2023-10-06 12:56:35.867000,0,0,0,0,0,None,None,False,False,None,False,None,None,8122085F-2E6F-4EC0-B4B1-8C80572E9E42,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,358BB818-F8EF-486D-AA63-1F33EEB5D3D1,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03p\xcf'
2373,2373,32,11,63,True,32,2023-10-06 13:01:05.047000,2023-10-06 13:01:05.047000,0,0,0,0,0,Oct  6 2023  1:11PM,None,False,False,3,False,65,2023-10-06 13:11:43.387000,A11AE29C-155B-4364-A817-F673C024CF32,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2541,2DD2F595-1518-4760-8EB7-C33FAE74126A,2023-10-06 07:41:43,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03r\x04'
2374,2374,65,11,0,True,65,2023-10-06 13:07:26.287000,2023-10-06 13:07:26.287000,0,0,0,0,0,None,None,False,False,None,False,None,None,5D65B1B8-9E61-4160-8057-8756D39D2EBF,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,8AD60AC4-6731-4370-995E-874D98CC1477,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03qC'
2375,2375,65,11,63,True,65,2023-10-06 13:09:47.400000,2023-10-06 13:09:47.400000,0,0,0,15,0,Oct  6 2023  1:11PM,None,False,False,4,False,65,2023-10-06 13:11:09.327000,B43D973B-6A84-43D1-92CF-32777201B15A,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2542,54E554E9-FECF-40F5-9C5B-55267FE98168,2023-10-06 07:41:09,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03r\x01'
2376,2376,35,3,0,True,35,2023-10-09 06:09:54.357000,2023-10-09 06:09:54.357000,0,0,0,0,0,None,None,False,False,None,False,None,None,E9CA6FBB-945B-413E-A608-80A301BB725A,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,8AF3B17D-D7BF-4F02-A7C9-D5BB54FB9361,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03{\x02'
2377,2377,35,3,0,True,35,2023-10-09 06:11:59.923000,2023-10-09 06:11:59.923000,0,0,0,0,0,None,None,False,False,None,False,None,None,532CF74B-1D4D-4FBB-9D79-86C9C2DBF23C,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,EC20C490-71AA-4DAC-ACD8-D06920D3C0C5,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03{\xa5'
2378,2378,35,3,0,True,35,2023-10-09 06:12:09.990000,2023-10-09 06:12:09.990000,0,0,0,0,0,None,None,False,False,None,False,None,None,EAF750E3-60BF-47ED-A4BC-8B7FFE2D3534,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,1D66E0FE-D802-46E0-90C1-A058B6B6653A,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03{\xac'
2379,2379,35,3,0,True,35,2023-10-09 06:12:31.330000,2023-10-09 06:12:31.330000,1,0,0,0,0,None,None,False,False,None,False,32,2023-10-09 09:50:48.690000,DF3276CE-85FB-4CFE-BF55-9905CA23B651,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,0AB663A3-F90E-4681-85A7-05B619D87C16,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03|\xdf'
2380,2380,35,3,0,True,35,2023-10-09 06:12:40.210000,2023-10-09 06:12:40.210000,1,0,0,0,0,None,None,False,False,None,False,32,2023-10-09 09:50:54.397000,5D1E1A8E-EB88-41EA-9BA6-54DC70522DEB,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,D27870C4-B193-495A-B2B6-81A798040579,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03|\xfd'
2381,2381,35,3,0,True,35,2023-10-09 06:12:49.157000,2023-10-09 06:12:49.157000,1,0,0,0,0,None,None,False,False,None,False,32,2023-10-09 09:50:58.543000,A6E9629D-1BB0-472B-8A84-8EEACFFD4E83,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,C3A09C12-9A9A-4251-9D80-179EFA6FD29C,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03}\x01'
2382,2382,35,3,0,True,35,2023-10-09 06:12:57.173000,2023-10-09 06:12:57.173000,1,0,0,0,0,None,None,False,False,None,False,32,2023-10-09 09:51:03.210000,F64B4571-4DB9-405C-87A0-E584E85D3DF4,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,84BAC079-B6EF-4281-ACA6-B560D5650979,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03}\x07'
2383,2383,65,14,73,True,65,2023-10-09 15:18:26.800000,2023-10-09 15:18:26.800000,0,0,0,0,0,09/10/2023 16:15,09/10/2023 16:15,False,False,2,False,0,2023-10-09 16:16:00,240B4A18-4752-48F8-A77D-AACFC23116E2,None,None,None,0,,0,0,None,None,True,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2543,8CF6BD5B-6BDC-4AB7-AE0F-F1E65C9FE26B,2023-10-09 10:45:00,2023-10-09 10:45:00,None,None,None,None,b'\x00\x00\x00\x00\x00\x03}j'
2384,2384,65,3,0,True,65,2023-10-09 09:51:53,2023-10-09 09:51:53,0,0,0,0,0,None,None,False,False,None,False,None,None,F55318F5-09DB-400B-977C-F7400ED149B2,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,B05FCC90-A4A9-478D-8421-17087D766341,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03}\r'
2385,2385,64,14,73,True,64,2023-10-09 15:25:49.913000,2023-10-09 15:25:49.913000,0,0,0,0,0,Oct  9 2023  3:26PM,None,False,False,2,False,64,2023-10-09 15:26:03,8760567F-17CF-4383-887B-0782EEEC90F0,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2544,C2636C52-F664-4285-AD2F-409120C91AA6,2023-10-09 09:56:03,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03}+'
2386,2386,66,11,0,True,66,2023-10-09 15:29:38.807000,2023-10-09 15:29:38.807000,0,0,0,0,0,None,None,False,False,None,False,None,None,6007AEFC-0F60-4CE0-A516-FEEE1D5AC4A3,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,86CA8D1D-3624-45CB-91E6-64FB7C9D0918,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03}3'
2387,2387,66,11,63,True,66,2023-10-09 15:30:38.777000,2023-10-09 15:30:38.777000,0,0,0,0,0,Oct  9 2023  3:30PM,None,False,False,3,False,66,2023-10-09 15:30:47,038A012B-A9B4-4CEE-957C-7F9F8FF55D54,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,2545,48A2CD8A-B3BF-4428-A260-A8B15D91BF28,2023-10-09 10:00:47,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x03}E'
2388,2388,70,11,0,True,70,2023-10-09 15:32:18.477000,2023-10-09 15:32:18.477000,0,0,0,0,0,None,None,False,False,None,False,None,None,4FEEFBCC-96A8-4DF3-83AD-9CA8F3B9FAAF,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,B3809A4E-CF7A-4B93-8322-42C9BC7133E7,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03}Y'
2389,2389,64,3,0,True,64,2023-10-10 09:45:36.377000,2023-10-10 09:45:36.377000,0,0,0,0,0,None,None,False,False,None,False,None,None,C9860CB4-53BE-4590-83A6-CB0D647558C1,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,2A885230-916E-4A0B-A606-530270DD2294,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03\x84\xb2'
2390,2390,64,3,0,True,64,2023-10-10 09:58:09.430000,2023-10-10 09:58:09.430000,0,0,0,0,0,None,None,False,False,None,False,None,None,0A02AD54-6B3F-4DE0-BAF4-1DB58762BF7F,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,A3041FE9-E403-4022-92B3-8B39A98443AF,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03\x85_'
2391,2391,66,3,0,True,66,2023-10-10 10:01:47.267000,2023-10-10 10:01:47.267000,0,0,0,0,0,None,None,False,False,None,False,None,None,282CA124-CD41-4BE0-90B1-96E90CE3DDA6,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,71652AC6-C9F2-4F9C-A699-DE10D7C6D67D,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03\x85\x88'
2392,2392,35,15,0,True,35,2023-10-11 16:09:54.547000,2023-10-11 16:09:54.547000,0,0,0,0,0,None,None,False,False,None,False,None,None,1D9EC8DD-19A0-4B76-B6FD-CFB58A72721C,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,2348BA76-9E45-4B56-B45B-69A2CFEA312F,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03\x8cA'
2393,2393,61,3,0,True,61,2023-10-12 06:10:48.343000,2023-10-12 06:10:48.343000,0,0,0,0,0,None,None,False,False,None,False,None,None,3551285F-3A33-42F3-8315-EB030AAC3C77,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,7DE11F8B-D690-4189-8921-DB5DADA297A4,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03\x92\xc6'
2394,2394,62,3,0,True,62,2023-10-12 06:17:27.393000,2023-10-12 06:17:27.393000,0,0,0,0,0,None,None,False,False,None,False,None,None,9ACD1A96-B8BC-45DE-AA59-FF58AB86A171,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,FD5FF78C-F166-49A2-8BC1-3F1B09EB8964,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03\x93\x7f'
2395,2395,63,3,0,True,63,2023-10-12 06:17:48.097000,2023-10-12 06:17:48.097000,0,0,0,0,0,None,None,False,False,None,False,None,None,2F018E1C-2B50-45F3-9ADD-5F846983C933,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,F8FC1DD8-AE03-4746-A9B6-45FCA08A0607,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03\x93\x8e'
2396,2396,51,3,0,True,51,2023-10-12 06:25:31.437000,2023-10-12 06:25:31.437000,0,0,0,0,0,None,None,False,False,None,False,None,None,E8D2179D-D9A5-43E1-AAC5-20800808E9D6,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,BA0440E6-3651-49E5-8541-00E2F994256B,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03\x93\x9f'
2397,2397,52,3,0,True,52,2023-10-12 06:26:10.250000,2023-10-12 06:26:10.250000,0,0,0,0,0,None,None,False,False,None,False,None,None,9C3529CF-E17F-4026-99C1-809CA5C7D2F6,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,43B7FA48-4E5B-4240-98C2-A60B0C2C025B,None,None,1,None,None,None,b'\x00\x00\x00\x00\x00\x03\x93\xcd'
2398,2398,53,3,0,True,53,2023-10-12 06:26:39.710000,2023-10-12 06:26:39.710000,0,0,0,0,0,None,None,False,False,None,False,None,None,32A91AB3-6F63-452B-B2C7-273552623D63,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,A2BAE6ED-5E14-4016-AA4B-F43AA718F0A8,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03\x93\xe6'
2399,2399,54,3,0,True,54,2023-10-12 06:27:54.120000,2023-10-12 06:27:54.120000,0,0,0,0,0,None,None,False,False,None,False,None,None,FA22CF94-020E-417F-81E7-B108E4E6066C,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,07ECBDE6-B081-4CEC-AEF4-CFC73D50DE96,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03\x94X'
2400,2400,55,3,0,True,55,2023-10-12 06:28:16.480000,2023-10-12 06:28:16.480000,0,0,0,0,0,None,None,False,False,None,False,None,None,2DFDE230-ECD7-47E9-827D-67F9FA5B903F,None,None,None,0,None,0,0,None,None,None,False,None,None,None,11,False,False,None,None,None,None,None,0,None,None,376F3F63-2A4B-4C55-BC88-7E105E18405D,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03\x94y'
2401,2401,55,3,0,True,55,2023-10-12 06:28:33.940000,2023-10-12 06:28:33.940000,0,0,0,0,0,None,None,False,False,None,False,None,None,98A3F0B4-EF37-47BC-9BF6-6DA6FCB1B177,None,None,None,0,None,0,0,None,None,None,False,None,None,None,11,False,False,None,None,None,None,None,0,None,None,AAA484DC-3A65-487B-A170-455F2482ACC4,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03\x94\x88'
2402,2402,31,11,0,True,31,2023-10-12 11:59:11.203000,2023-10-12 11:59:11.203000,0,0,0,0,0,None,None,False,False,None,False,None,None,6E5506ED-EF53-4E2C-BD3E-B3C4D97C9B4F,None,None,None,0,None,0,0,None,None,None,False,None,None,None,1,False,False,None,None,None,None,None,0,None,None,81213941-C4BA-4616-8966-64C942CC9DC3,None,None,0,None,None,None,b'\x00\x00\x00\x00\x00\x03\x94\x9b'
